id,state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
61,Alabama,01063,Greene County,838,4006,4862,-3168,0.172357055,0.823940765,-0.65158371
62,Alabama,01065,Hale County,3172,4772,8010,-1600,0.396004994,0.595755306,-0.199750312
63,Alabama,01067,Henry County,5623,2286,8017,3337,0.701384558,0.285144069,0.416240489
64,Alabama,01069,Houston County,30567,10547,42030,20020,0.727266238,0.250939805,0.476326433
65,Alabama,01071,Jackson County,16643,3663,20785,12980,0.800721674,0.17623286,0.624488814
66,Alabama,01073,Jefferson County,130614,151581,290111,-20967,0.450220778,0.522493115,-0.072272337
67,Alabama,01075,Lamar County,5819,1035,6931,4784,0.839561391,0.149329101,0.69023229
68,Alabama,01077,Lauderdale County,27735,9877,38813,17858,0.714580166,0.254476593,0.460103573
69,Alabama,01079,Lawrence County,10732,3611,14623,7121,0.73391233,0.246939752,0.486972578
70,Alabama,01081,Lee County,34321,20987,57668,13334,0.595148089,0.363928002,0.231220087
71,Alabama,01083,Limestone County,28824,9340,39400,19484,0.731573604,0.237055838,0.494517766
72,Alabama,01085,Lowndes County,1751,4882,6676,-3131,0.262282804,0.731276213,-0.468993409
73,Alabama,01087,Macon County,1394,7237,8748,-5843,0.159350709,0.827274806,-0.667924097
74,Alabama,01089,Madison County,89199,62435,159473,26764,0.559336063,0.39150828,0.167827783
75,Alabama,01091,Marengo County,5224,5607,10948,-383,0.477164779,0.512148338,-0.034983559
76,Alabama,01093,Marion County,11273,1432,12912,9841,0.873063817,0.110904585,0.762159232
77,Alabama,01095,Marshall County,29217,4913,34965,24304,0.835607036,0.140511941,0.695095095
78,Alabama,01097,Mobile County,91087,68429,163387,22658,0.557492334,0.41881545,0.138676884
79,Alabama,01099,Monroe County,5771,4310,10185,1461,0.566617575,0.42317133,0.143446245
80,Alabama,01101,Montgomery County,33928,58669,94572,-24741,0.358753119,0.620363321,-0.261610202
81,Alabama,01103,Morgan County,37392,11216,49991,26176,0.747974635,0.224360385,0.52361425
82,Alabama,01105,Perry County,1403,3823,5255,-2420,0.266983825,0.727497621,-0.460513796
83,Alabama,01107,Pickens County,5454,3972,9494,1482,0.574468085,0.418369497,0.156098588
84,Alabama,01109,Pike County,7681,5039,13025,2642,0.589712092,0.386871401,0.202840691
85,Alabama,01111,Randolph County,7697,2290,10130,5407,0.75982231,0.226061204,0.533761106
86,Alabama,01113,Russell County,9210,9577,19136,-367,0.481291806,0.500470318,-0.019178512
87,Alabama,01117,Shelby County,72846,22927,99208,49919,0.734275462,0.231100314,0.503175148
88,Alabama,01115,St. Clair County,31579,5550,37937,26029,0.832406358,0.146295174,0.686111184
89,Alabama,01119,Sumter County,1581,4739,6391,-3158,0.247379127,0.741511501,-0.494132374
90,Alabama,01121,Talladega County,20596,12108,33218,8488,0.620025287,0.364501174,0.255524113
91,Alabama,01123,Tallapoosa County,12967,5271,18504,7696,0.700767402,0.284857328,0.415910074
92,Alabama,01125,Tuscaloosa County,47701,31746,81708,15955,0.583798404,0.388529887,0.195268517
93,Alabama,01127,Walker County,24208,4486,29243,19722,0.827822043,0.153404233,0.67441781
94,Alabama,01129,Washington County,6031,2366,8492,3665,0.710197833,0.278615167,0.431582666
95,Alabama,01131,Wilcox County,1737,4329,6095,-2592,0.284987695,0.710254307,-0.425266612
96,Alabama,01133,Winston County,9225,871,10255,8354,0.89956119,0.084934178,0.814627012
97,Arkansas,05001,Arkansas County,3825,1939,6167,1886,0.620236744,0.314415437,0.305821307
98,Arkansas,05003,Ashley County,5338,2408,8027,2930,0.665005606,0.299987542,0.365018064
99,Arkansas,05005,Baxter County,14655,4163,19572,10492,0.748773758,0.212701819,0.536071939
100,Arkansas,05007,Benton County,60751,27894,94262,32857,0.644490887,0.295919883,0.348571004
101,Arkansas,05009,Boone County,12225,2925,15912,9300,0.768288084,0.183823529,0.584464555
102,Arkansas,05011,Bradley County,2163,1317,3617,846,0.5980094,0.364113907,0.233895493
103,Arkansas,05013,Calhoun County,1554,636,2250,918,0.690666667,0.282666667,0.408
104,Arkansas,05015,Carroll County,6773,3334,10656,3439,0.635604354,0.312875375,0.322728979
105,Arkansas,05017,Chicot County,1716,2350,4149,-634,0.413593637,0.566401543,-0.152807906
106,Arkansas,05019,Clark County,4398,3606,8365,792,0.525762104,0.431081889,0.094680215
107,Arkansas,05021,Clay County,3779,1999,5978,1780,0.632151221,0.334392774,0.297758447
108,Arkansas,05023,Cleburne County,9454,2101,11968,7353,0.78993984,0.175551471,0.614388369
109,Arkansas,05025,Cleveland County,2460,723,3299,1737,0.745680509,0.21915732,0.526523189
110,Arkansas,05027,Columbia County,5456,3140,8837,2316,0.617404096,0.355324205,0.262079891
111,Arkansas,05029,Conway County,4844,2655,7837,2189,0.618093658,0.338777593,0.279316065
112,Arkansas,05031,Craighead County,22798,10474,34968,12324,0.651967513,0.299531,0.352436513
113,Arkansas,05033,Crawford County,16655,4476,22155,12179,0.751749041,0.202031144,0.549717897
114,Arkansas,05035,Crittenden County,6953,8368,15798,-1415,0.440119002,0.529687302,-0.0895683
115,Arkansas,05037,Cross County,4577,1995,6831,2582,0.67003367,0.292050944,0.377982726
116,Arkansas,05039,Dallas County,1507,1165,2741,342,0.549799343,0.425027362,0.124771981
117,Arkansas,05041,Desha County,1915,2227,4226,-312,0.453147184,0.526975864,-0.07382868
118,Arkansas,05043,Drew County,3967,2364,6552,1603,0.60546398,0.360805861,0.244658119
119,Arkansas,05045,Faulkner County,29170,14525,46364,14645,0.629151928,0.313281857,0.315870071
120,Arkansas,05047,Franklin County,5034,1376,6698,3658,0.751567632,0.205434458,0.546133174
121,Arkansas,05049,Fulton County,3470,1067,4744,2403,0.731450253,0.224915683,0.50653457
122,Arkansas,05051,Garland County,26053,12283,40337,13770,0.645883432,0.304509507,0.341373925
123,Arkansas,05053,Grant County,5160,1407,6855,3753,0.75273523,0.205251641,0.547483589
124,Arkansas,05055,Greene County,10698,3056,14422,7642,0.741783386,0.211898488,0.529884898
125,Arkansas,05057,Hempstead County,4391,2371,6984,2020,0.628722795,0.339490263,0.289232532
126,Arkansas,05059,Hot Spring County,8153,3137,11815,5016,0.690055015,0.265509945,0.42454507
127,Arkansas,05061,Howard County,3155,1350,4634,1805,0.68083729,0.291324989,0.389512301
128,Arkansas,05063,Independence County,9925,2878,13443,7047,0.738302462,0.214089117,0.524213345
129,Arkansas,05065,Izard County,4042,1111,5396,2931,0.749073388,0.205893254,0.543180134
130,Arkansas,05067,Jackson County,3262,1583,5093,1679,0.640486943,0.310818771,0.329668172
131,Arkansas,05069,Jefferson County,9231,15721,25683,-6490,0.359420628,0.612116965,-0.252696337
132,Arkansas,05071,Johnson County,6072,2421,8997,3651,0.674891631,0.269089697,0.405801934
133,Arkansas,05073,Lafayette County,1750,1028,2835,722,0.617283951,0.362610229,0.254673722
134,Arkansas,05075,Lawrence County,4064,1263,5629,2801,0.721975484,0.224373779,0.497601705
135,Arkansas,05077,Lee County,1229,1735,3004,-506,0.409121172,0.577563249,-0.168442077
136,Arkansas,05079,Lincoln County,2455,1252,3814,1203,0.643681175,0.328264289,0.315416886
137,Arkansas,05081,Little River County,3604,1397,5192,2207,0.694144838,0.269067797,0.425077041
138,Arkansas,05083,Logan County,5737,1712,7839,4025,0.731853553,0.218395203,0.51345835
139,Arkansas,05085,Lonoke County,19902,5638,26766,14264,0.743555257,0.210640365,0.532914892
140,Arkansas,05087,Madison County,4917,1587,6782,3330,0.725007372,0.234001769,0.491005603
141,Arkansas,05089,Marion County,5077,1377,6718,3700,0.755730872,0.204971718,0.550759154
142,Arkansas,05091,Miller County,11293,4273,16015,7020,0.705151421,0.266812363,0.438339058
143,Arkansas,05093,Mississippi County,6988,5621,12995,1367,0.537745287,0.432550981,0.105194306
144,Arkansas,05095,Monroe County,1400,1298,2766,102,0.506146059,0.469269704,0.036876355
145,Arkansas,05097,Montgomery County,2573,735,3445,1838,0.746879536,0.213352685,0.533526851
146,Arkansas,05099,Nevada County,2001,1156,3233,845,0.618929787,0.357562635,0.261367152
147,Arkansas,05101,Newton County,2875,699,3731,2176,0.770570893,0.187349236,0.583221657
148,Arkansas,05103,Ouachita County,5347,4320,9881,1027,0.541139561,0.437202712,0.103936849
149,Arkansas,05105,Perry County,2979,1035,4213,1944,0.70709708,0.24566817,0.46142891
150,Arkansas,05107,Phillips County,2443,4292,6894,-1849,0.354366115,0.622570351,-0.268204236
151,Arkansas,05109,Pike County,3150,684,3956,2466,0.796258847,0.172901921,0.623356926
152,Arkansas,05111,Poinsett County,3149,1878,5283,1271,0.596062843,0.355479841,0.240583002
153,Arkansas,05113,Polk County,6606,1210,8121,5396,0.81344662,0.148996429,0.664450191
154,Arkansas,05115,Pope County,15694,4818,21545,10876,0.72842887,0.223624971,0.504803899
155,Arkansas,05117,Prairie County,2503,812,3404,1691,0.735311398,0.238542891,0.496768507
156,Arkansas,05119,Pulaski County,61182,89377,157728,-28195,0.387895618,0.566652719,-0.178757101
157,Arkansas,05121,Randolph County,4508,1425,6313,3083,0.714082053,0.225724695,0.488357358
158,Arkansas,05125,Saline County,35852,13247,51971,22605,0.68984626,0.254892151,0.434954109
159,Arkansas,05127,Scott County,2378,507,3017,1871,0.788200199,0.16804773,0.620152469
160,Arkansas,05129,Searcy County,2955,601,3698,2354,0.799080584,0.162520281,0.636560303
161,Arkansas,05131,Sebastian County,28769,12184,43557,16585,0.660490851,0.279725417,0.380765434
162,Arkansas,05133,Sevier County,3281,1075,4517,2206,0.726367058,0.237989816,0.488377242
163,Arkansas,05135,Sharp County,5405,1472,7190,3933,0.751738526,0.20472879,0.547009736
164,Arkansas,05123,St. Francis County,3195,4031,7412,-836,0.431057744,0.543847814,-0.11279007
165,Arkansas,05137,Stone County,4081,1189,5527,2892,0.738375249,0.215125746,0.523249503
166,Arkansas,05139,Union County,10201,5667,16338,4534,0.624372628,0.346860081,0.277512547
167,Arkansas,05141,Van Buren County,5382,1547,7111,3835,0.756855576,0.217550274,0.539305302
168,Arkansas,05143,Washington County,40418,32296,78153,8122,0.517165048,0.413240695,0.103924353
169,Arkansas,05145,White County,21038,5157,27451,15881,0.766383738,0.187862009,0.578521729
170,Arkansas,05147,Woodruff County,1344,1117,2550,227,0.527058824,0.438039216,0.089019608
171,Arkansas,05149,Yell County,4600,1472,6389,3128,0.719987478,0.230395993,0.489591485
172,Arizona,04001,Apache County,5315,12196,18659,-6881,0.284849134,0.653625596,-0.368776462
173,Arizona,04003,Cochise County,25036,15291,43147,9745,0.580248916,0.354393121,0.225855795
174,Arizona,04005,Coconino County,16573,25308,44929,-8735,0.368870885,0.563288744,-0.194417859
175,Arizona,04007,Gila County,13672,6746,21398,6926,0.638938219,0.315263109,0.32367511
176,Arizona,04009,Graham County,8025,3301,11939,4724,0.672166848,0.276488818,0.39567803
177,Arizona,04011,Greenlee County,1892,1092,3243,800,0.583410422,0.336725254,0.246685168
178,Arizona,04012,La Paz County,3381,1318,4931,2063,0.685662137,0.267288582,0.418373555
179,Arizona,04013,Maricopa County,590465,549040,1201934,41425,0.491262415,0.456797129,0.034465286
180,Arizona,04015,Mohave County,54656,16485,74189,38171,0.73671299,0.222202752,0.514510238
181,Arizona,04017,Navajo County,18165,15362,35409,2803,0.513005168,0.433844503,0.079160665
182,Arizona,04019,Pima County,147019,195649,360762,-48630,0.40752352,0.542321531,-0.134798011
183,Arizona,04021,Pinal County,53857,35737,93805,18120,0.574137839,0.380971164,0.193166675
184,Arizona,04023,Santa Cruz County,3650,10684,14926,-7034,0.244539729,0.715797936,-0.471258207
185,Arizona,04025,Yavapai County,58862,29705,92780,29157,0.634425523,0.320165984,0.314259539
186,Arizona,04027,Yuma County,20586,18336,40759,2250,0.505066366,0.449863834,0.055202532
187,California,06001,Alameda County,91189,486351,613195,-395162,0.148711258,0.793142475,-0.644431217
188,California,06003,Alpine County,211,318,575,-107,0.366956522,0.553043478,-0.186086956
189,California,06005,Amador County,10239,5904,17186,4335,0.595775631,0.343535436,0.252240195
190,California,06007,Butte County,42193,38676,87847,3517,0.480300978,0.440265462,0.040035516
191,California,06009,Calaveras County,13072,7738,22334,5334,0.585295961,0.34646727,0.238828691
192,California,06011,Colusa County,3551,2659,6594,892,0.538519867,0.403245375,0.135274492
193,California,06013,Contra Costa County,105819,286658,415972,-180839,0.254389719,0.689128114,-0.434738395
194,California,06015,Del Norte County,5134,3485,9361,1649,0.548445679,0.372289285,0.176156394
195,California,06017,El Dorado County,47633,35243,89228,12390,0.533834671,0.394976913,0.138857758
196,California,06019,Fresno County,113949,123660,250264,-9711,0.455315187,0.494118211,-0.038803024
197,California,06021,Glenn County,5788,3065,9379,2723,0.617123361,0.326793901,0.29032946
198,California,06023,Humboldt County,10883,19596,33636,-8713,0.323552147,0.582590082,-0.259037935
199,California,06025,Imperial County,11295,28467,41751,-17172,0.270532442,0.68182798,-0.411295538
200,California,06027,Inyo County,4248,3155,7996,1093,0.531265633,0.394572286,0.136693347
201,California,06029,Kern County,119164,86481,217725,32683,0.547314273,0.397202894,0.150111379
202,California,06031,Kings County,17446,12902,32250,4544,0.54096124,0.400062016,0.140899224
203,California,06033,Lake County,5752,6240,13045,-488,0.440935224,0.478344193,-0.037408969
204,California,06035,Lassen County,7574,2224,10422,5350,0.726731913,0.213394742,0.513337171
205,California,06037,Los Angeles County,620285,1893770,2652072,-1273485,0.233886938,0.714071865,-0.480184927
206,California,06039,Madera County,19221,13283,34263,5938,0.560984152,0.38767767,0.173306482
207,California,06041,Marin County,17531,86650,109941,-69119,0.159458255,0.788150008,-0.628691753
208,California,06043,Mariposa County,5185,3122,8877,2063,0.584093725,0.351695393,0.232398332
209,California,06045,Mendocino County,3571,6905,11435,-3334,0.312286839,0.603847836,-0.291560997
210,California,06047,Merced County,18486,21856,42523,-3370,0.434729441,0.513980669,-0.079251228
211,California,06049,Modoc County,2413,798,3359,1615,0.718368562,0.237570706,0.480797856
212,California,06051,Mono County,2080,2696,5154,-616,0.403570043,0.523088863,-0.11951882
213,California,06053,Monterey County,26378,64733,96676,-38355,0.272849518,0.669587074,-0.396737556
214,California,06055,Napa County,11946,26161,40393,-14215,0.295744312,0.647661724,-0.351917412
215,California,06057,Nevada County,14686,16199,33258,-1513,0.441577966,0.48707078,-0.045492814
216,California,06059,Orange County,472669,556544,1092116,-83875,0.432801094,0.509601544,-0.07680045
217,California,06061,Placer County,78977,61969,150532,17008,0.524652566,0.411666622,0.112985944
218,California,06063,Plumas County,5079,3224,8830,1855,0.575198188,0.365118913,0.210079275
219,California,06065,Riverside County,309514,339145,683612,-29631,0.452762678,0.496107441,-0.043344763
220,California,06067,Sacramento County,163024,273768,467526,-110744,0.348695046,0.585567434,-0.236872388
221,California,06069,San Benito County,6471,10050,17572,-3579,0.368256317,0.57193262,-0.203676303
222,California,06071,San Bernardino County,253962,312517,598783,-58555,0.424130278,0.521920295,-0.097790017
223,California,06073,San Diego County,386807,567243,1011651,-180436,0.382352214,0.560710166,-0.178357952
224,California,06075,San Francisco County,34493,312443,365295,-277950,0.094425054,0.855316936,-0.760891882
225,California,06077,San Joaquin County,68316,89791,166647,-21475,0.409944373,0.53880958,-0.128865207
226,California,06079,San Luis Obispo County,52672,63001,124575,-10329,0.422813566,0.505727473,-0.082913907
227,California,06081,San Mateo County,53731,219580,287499,-165849,0.186891085,0.763759178,-0.576868093
228,California,06083,Santa Barbara County,53740,100120,164224,-46380,0.32723597,0.609655105,-0.282419135
229,California,06085,Santa Clara County,137452,483472,659148,-346020,0.208529799,0.73348019,-0.524950391
230,California,06087,Santa Cruz County,20158,85185,113509,-65027,0.177589442,0.750469126,-0.572879684
231,California,06089,Shasta County,47587,20471,72554,27116,0.655883893,0.282148469,0.373735424
232,California,06091,Sierra County,1048,601,1804,447,0.580931264,0.333148559,0.247782705
233,California,06093,Siskiyou County,11212,7106,19836,4106,0.565234926,0.358237548,0.206997378
234,California,06095,Solano County,49595,97159,156067,-47564,0.317780184,0.622546727,-0.304766543
235,California,06097,Sonoma County,37421,116027,164060,-78606,0.22809338,0.707222967,-0.479129587
236,California,06099,Stanislaus County,72960,73939,156141,-979,0.467269968,0.473539941,-0.006269973
237,California,06101,Sutter County,16780,11831,30429,4949,0.551447632,0.38880673,0.162640902
238,California,06103,Tehama County,14981,6571,22875,8410,0.654907104,0.287256831,0.367650273
239,California,06105,Trinity County,2409,1876,4716,533,0.510814249,0.397794741,0.113019508
240,California,06107,Tulare County,50488,39099,94571,11389,0.533863447,0.413435408,0.120428039
241,California,06109,Tuolumne County,13486,8580,23472,4906,0.574556919,0.365541922,0.209014997
242,California,06111,Ventura County,118764,170489,307881,-51725,0.385746441,0.553749663,-0.168003222
243,California,06113,Yolo County,13178,34460,50623,-21282,0.260316457,0.680718251,-0.420401794
244,California,06115,Yuba County,12313,7234,21058,5079,0.584718397,0.343527401,0.241190996
245,Colorado,08001,Adams County,73807,86471,175125,-12664,0.421453248,0.493767309,-0.072314061
246,Colorado,08003,Alamosa County,3031,3168,6897,-137,0.439466435,0.459330144,-0.019863709
247,Colorado,08005,Arapahoe County,109638,148365,281658,-38727,0.389259314,0.526755853,-0.137496539
248,Colorado,08007,Archuleta County,4234,2489,7290,1745,0.58079561,0.341426612,0.239368998
249,Colorado,08009,Baca County,1716,278,2107,1438,0.814428097,0.131941149,0.682486948
250,Colorado,08011,Bent County,1166,581,1892,585,0.61627907,0.307082452,0.309196618
251,Colorado,08013,Boulder County,38766,124715,176735,-85949,0.219345348,0.705661018,-0.48631567
252,Colorado,08014,Broomfield County,14272,19530,37342,-5258,0.38219699,0.523003588,-0.140806598
253,Colorado,08015,Chaffee County,5283,4773,10999,510,0.480316392,0.433948541,0.046367851
254,Colorado,08017,Cheyenne County,905,127,1076,778,0.841078067,0.11802974,0.723048327
255,Colorado,08019,Clear Creek County,2426,2585,5532,-159,0.438539407,0.467281273,-0.028741866
256,Colorado,08021,Conejos County,1885,1753,3970,132,0.474811083,0.441561713,0.03324937
257,Colorado,08023,Costilla County,581,1109,1820,-528,0.319230769,0.609340659,-0.29010989
258,Colorado,08025,Crowley County,1069,336,1511,733,0.707478491,0.222369292,0.485109199
259,Colorado,08027,Custer County,2059,797,3064,1262,0.671997389,0.260117493,0.411879896
260,Colorado,08029,Delta County,11584,4048,16661,7536,0.695276394,0.242962607,0.452313787
261,Colorado,08031,Denver County,43637,174611,232291,-130974,0.187854889,0.751690767,-0.563835878
262,Colorado,08033,Dolores County,936,227,1230,709,0.76097561,0.184552846,0.576422764
263,Colorado,08035,Douglas County,100178,67045,182918,33133,0.547666167,0.366530358,0.181135809
264,Colorado,08037,Eagle County,8153,12652,22611,-4499,0.36057671,0.559550661,-0.198973951
265,Colorado,08039,Elbert County,11536,3056,15689,8480,0.735292243,0.194786156,0.540506087
266,Colorado,08041,El Paso County,176506,105807,313273,70699,0.563425511,0.337746949,0.225678562
267,Colorado,08043,Fremont County,15066,5275,21880,9791,0.68857404,0.241087751,0.447486289
268,Colorado,08045,Garfield County,13071,11205,26328,1866,0.496467639,0.425592525,0.070875114
269,Colorado,08047,Gilpin County,1564,1634,3574,-70,0.437604924,0.457190823,-0.019585899
270,Colorado,08049,Grand County,4467,3319,8513,1148,0.524726888,0.38987431,0.134852578
271,Colorado,08051,Gunnison County,3250,5068,9299,-1818,0.349499946,0.545004839,-0.195504893
272,Colorado,08053,Hinsdale County,339,197,589,142,0.575551783,0.334465195,0.241086588
273,Colorado,08055,Huerfano County,1875,1631,3772,244,0.497083775,0.432396607,0.064687168
274,Colorado,08057,Jackson County,628,171,862,457,0.728538283,0.19837587,0.530162413
275,Colorado,08059,Jefferson County,130233,151885,309529,-21652,0.420745714,0.490697156,-0.069951442
276,Colorado,08061,Kiowa County,726,91,853,635,0.851113716,0.106682298,0.744431418
277,Colorado,08063,Kit Carson County,2894,526,3613,2368,0.800996402,0.145585386,0.655411016
278,Colorado,08065,Lake County,1264,1600,3175,-336,0.398110236,0.503937008,-0.105826772
279,Colorado,08067,La Plata County,12471,15300,30722,-2829,0.405930603,0.498014452,-0.092083849
280,Colorado,08069,Larimer County,82624,92170,193897,-9546,0.426123148,0.475355472,-0.049232324
281,Colorado,08071,Las Animas County,3656,2614,6693,1042,0.546242343,0.390557299,0.155685044
282,Colorado,08073,Lincoln County,1873,399,2402,1474,0.779766861,0.166111574,0.613655287
283,Colorado,08075,Logan County,7272,1843,9702,5429,0.749536178,0.189960833,0.559575345
284,Colorado,08077,Mesa County,48129,20958,74876,27171,0.642782734,0.279902773,0.362879961
285,Colorado,08079,Mineral County,344,237,652,107,0.527607362,0.363496933,0.164110429
286,Colorado,08081,Moffat County,5293,874,6510,4419,0.813056836,0.134254992,0.678801844
287,Colorado,08083,Montezuma County,7771,3920,12706,3851,0.611600819,0.308515662,0.303085157
288,Colorado,08085,Montrose County,14303,5438,21070,8865,0.678832463,0.258092074,0.420740389
289,Colorado,08087,Morgan County,8104,3128,11888,4976,0.681695828,0.263122476,0.418573352
290,Colorado,08089,Otero County,2988,1719,5038,1269,0.593092497,0.341206828,0.251885669
291,Colorado,08091,Ouray County,1337,1690,3287,-353,0.406753879,0.514146638,-0.107392759
292,Colorado,08093,Park County,6053,3351,10245,2702,0.590824793,0.327086384,0.263738409
293,Colorado,08095,Phillips County,1791,436,2332,1355,0.768010292,0.186963979,0.581046313
294,Colorado,08097,Pitkin County,2522,7239,10387,-4717,0.242803504,0.696928853,-0.454125349
295,Colorado,08099,Prowers County,3508,1173,4978,2335,0.704700683,0.235636802,0.469063881
296,Colorado,08101,Pueblo County,27746,27945,60112,-199,0.461571733,0.46488222,-0.003310487
297,Colorado,08103,Rio Blanco County,2782,433,3436,2349,0.809662398,0.126018626,0.683643772
298,Colorado,08105,Rio Grande County,3060,1985,5488,1075,0.557580175,0.361698251,0.195881924
299,Colorado,08107,Routt County,5149,7487,13772,-2338,0.373874528,0.543639268,-0.16976474
300,Colorado,08109,Saguache County,1109,1345,2707,-236,0.409678611,0.496859993,-0.087181382
301,Colorado,08111,San Juan County,215,265,506,-50,0.424901186,0.523715415,-0.098814229
302,Colorado,08113,San Miguel County,1030,2960,4311,-1930,0.238923684,0.686615634,-0.44769195
